Class,PK_CountLineCode,PK_CountStmt,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_MaxNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountStmt,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_SumCSNOP,CSORD_SumCyclomatic,CSORD_MaxNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_SumKnots,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Testability
com.liferay.portal.theme.ThemeCompanyLimit,2174,1573,8,5,428,200,11,11,496,4,0,1,3,432,327,0,0,573,86,117,45,49,18,10,27,5,20,29,7,6,0,0,2,0,47,33,0,0,8,2,6,12,3,50,7,0,20,22,3,0,2,0,0,1,0,7,4,1,1,2,12,0,549,12,9,2,4,8,0.7248844884488448
com.liferay.portal.theme.ThemeDisplay,2174,1573,8,5,428,200,11,11,496,4,0,1,3,432,327,0,0,9538,674,1696,614,944,25,201,52,9,448,257,153,24,0,17,3,1,1074,739,0,1,261,123,124,289,4,99,43,1,1369,368,7,0,29,2,0,0,0,261,214,1,0,4,12,2,549,292,15,33,377,261,0.3016666666666667
com.liferay.portal.theme.ThemeLoader,2174,1573,8,5,428,200,11,11,496,4,0,1,3,432,327,0,0,1283,148,267,82,77,22,21,24,7,44,100,4,14,0,4,5,0,116,68,0,1,7,6,4,23,4,65,17,1,34,44,5,0,4,2,0,0,3,4,3,1,0,1,12,0,549,45,6,10,5,7,0.077
com.liferay.portal.theme.ThemeLoaderFactory,2174,1573,8,5,428,200,11,11,496,4,0,1,3,432,327,0,0,464,71,98,33,37,17,6,11,4,16,27,4,3,1,0,2,0,39,27,5,1,0,0,5,8,1,0,6,0,16,15,2,0,1,1,0,0,0,5,2,1,0,1,12,0,549,8,1,2,5,5,0.3576363636363636
com.liferay.portal.tools.ArgumentsMap,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,142,45,35,19,10,8,2,2,2,3,13,1,1,0,0,0,1,9,6,0,0,1,0,1,2,1,0,4,0,1,4,0,0,0,0,0,0,0,1,1,1,0,1,81,1,549,2,0,1,1,1,1.0
com.liferay.portal.tools.ArgumentsUtil,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,269,66,54,25,15,12,5,8,5,9,14,1,3,0,1,2,0,20,15,1,0,0,0,1,4,2,0,5,0,11,9,1,0,0,0,0,0,0,1,0,1,0,1,12,0,549,5,1,1,10,1,0.0253523317596479
com.liferay.portal.tools.ComparableRoute,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1222,110,221,52,89,19,13,60,8,43,34,23,14,0,0,4,0,107,73,3,0,12,5,13,29,2,84,6,0,41,28,3,0,4,2,0,0,0,15,5,1,0,2,12,2,549,33,25,0,1,15,0.7859987289033261
com.liferay.portal.tools.DBBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1009,132,223,56,44,19,14,17,8,51,60,1,8,1,4,1,0,85,65,1,0,3,2,7,13,3,37,12,0,22,20,3,0,1,0,0,2,0,2,0,1,0,1,12,0,549,15,5,6,0,4,0.1823333333333333
com.liferay.portal.tools.DBLoader,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1871,181,370,91,97,18,33,37,6,66,126,2,15,1,17,13,0,158,93,2,1,4,4,9,24,4,60,23,1,29,63,6,0,1,1,0,3,0,3,0,1,0,1,12,0,549,43,9,10,1,6,0.2028888888888889
com.liferay.portal.tools.DBUpgrader,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,3059,281,634,171,198,24,40,18,6,131,300,10,26,0,35,14,0,272,178,12,3,0,0,2,42,2,75,43,1,42,103,8,0,1,1,0,9,0,3,0,1,0,1,12,0,549,18546,20,26,1,12,0.0343333333333333
com.liferay.portal.tools.EARBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,659,104,158,55,34,17,13,4,4,21,69,2,6,0,3,3,0,49,33,1,0,2,0,4,10,2,0,15,0,11,21,2,0,0,0,0,1,0,2,0,1,0,1,12,0,549,13,3,10,0,3,0.0606666666666666
com.liferay.portal.tools.ExtInfoBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,609,114,141,56,32,13,6,5,3,16,65,1,2,0,3,6,0,43,22,1,1,1,0,4,4,1,50,14,1,9,18,4,0,1,1,0,0,0,2,0,1,0,1,12,0,549,4,1,10,0,2,0.1324595436198244
com.liferay.portal.tools.InstanceWrapperBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,2316,213,511,107,81,19,33,54,13,113,205,4,21,1,5,9,0,174,145,1,0,5,0,8,28,3,0,16,0,17,60,17,0,0,0,0,4,0,2,0,1,0,1,12,0,549,6926,4,7,0,6,0.0176666666666666
com.liferay.portal.tools.JavadocBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,6855,356,1520,226,280,25,121,123,14,305,371,28,68,10,14,30,0,570,429,1,2,31,1,59,101,4,88,31,2,120,249,26,0,2,2,0,30,0,2,0,1,0,1,12,0,549,768,34,12,0,32,0.018
com.liferay.portal.tools.JavadocFormatter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,11747,540,2456,347,493,26,263,279,14,485,593,63,152,12,14,43,0,1039,715,1,2,43,5,82,197,5,93,41,2,185,388,35,0,3,2,0,42,0,2,0,1,0,1,12,0,549,9900,71,17,0,44,0.0043333333333333
com.liferay.portal.tools.LangBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,5561,408,1004,154,269,24,96,181,11,201,292,16,70,0,20,40,0,482,282,1,2,8,5,22,80,5,77,38,0,49,111,14,0,2,0,0,7,0,2,0,1,0,1,12,0,549,29082,36,18,1,9,0.0753333333333333
com.liferay.portal.tools.PluginsEnvironmentBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,3733,298,793,136,153,24,53,107,10,172,234,11,39,2,8,29,0,313,234,1,4,7,0,21,48,3,50,24,1,49,87,9,0,3,1,0,0,6,2,1,1,0,1,12,0,549,26105,22,9,0,8,0.5243878205128205
com.liferay.portal.tools.PortalClientBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1055,150,249,71,44,18,16,21,8,38,103,1,7,1,5,6,0,79,52,1,0,2,0,8,11,3,0,18,0,13,30,6,0,0,0,0,1,0,2,0,1,0,1,12,0,549,17,4,11,0,3,0.0906666666666666
com.liferay.portal.tools.ReleaseInfoBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,733,95,165,44,24,11,26,15,2,30,53,2,0,0,2,4,0,42,34,1,1,1,0,1,3,1,50,10,1,4,17,3,0,1,1,0,0,0,2,0,1,0,1,12,0,549,3,1,3,0,2,0.4963466666666666
com.liferay.portal.tools.SassToCssBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1856,208,445,128,101,22,30,33,8,68,178,9,8,1,8,20,0,142,89,3,0,6,3,9,18,3,77,33,0,33,65,13,0,1,0,0,5,0,4,1,1,0,1,12,0,549,21,7,21,1,9,0.2514238683127572
com.liferay.portal.tools.SeleneseToJavaBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,11463,553,2346,183,379,27,164,277,14,603,826,27,137,7,13,27,1,1034,762,1,2,12,2,16,144,3,73,30,0,59,152,16,0,2,0,0,0,11,2,3,1,0,1,12,0,549,95341,83,12,0,13,0.0196666666666666
com.liferay.portal.tools.SourceFormatter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,34169,1145,6552,534,1523,27,766,1323,17,1239,1716,167,456,24,47,156,0,3081,1800,67,40,0,0,96,528,8,91,59,7,427,773,28,5,16,5,0,65,0,2,0,1,0,1,12,0,549,1016575760,386,24,3,67,0.0016666666666666
com.liferay.portal.tools.SourceFormatterHelper,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,911,119,214,73,55,14,16,14,5,30,78,6,8,0,2,7,0,67,46,0,1,6,4,6,14,2,50,16,1,71,32,3,0,3,2,0,0,0,6,0,1,0,1,12,0,549,14,3,7,1,6,0.4831019935920256
com.liferay.portal.tools.TCKtoJUnitConverter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1320,155,311,74,56,20,19,15,7,62,128,1,9,0,5,8,0,107,77,1,0,3,0,8,14,3,0,18,0,18,38,4,0,0,0,0,2,0,2,0,1,0,1,12,0,549,40,5,9,0,4,0.1933333333333333
com.liferay.portal.tools.TLDFormatter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1050,142,257,88,49,16,21,25,7,40,98,3,7,0,3,8,0,70,55,3,0,0,0,4,11,3,0,21,0,8,40,9,0,0,0,0,2,0,1,0,1,0,1,12,0,549,14,2,10,0,3,0.0713333333333333
com.liferay.portal.tools.TextReplacer,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,658,100,153,53,30,15,12,12,5,26,47,6,7,1,2,3,0,52,39,1,1,1,0,6,10,4,50,9,1,9,19,2,0,1,1,0,0,0,2,0,1,0,1,12,0,549,17,6,3,0,2,0.4437957333333333
com.liferay.portal.tools.ThumbnailBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,519,91,124,49,33,14,9,5,3,14,50,3,3,0,2,3,0,36,21,1,1,1,0,6,6,3,50,12,1,9,15,4,0,1,1,0,0,0,2,0,1,0,1,12,0,549,6,6,5,0,2,0.1308163526848647
com.liferay.portal.tools.UpgradeTableBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,2202,198,446,90,90,19,45,54,10,91,141,7,22,2,6,15,0,175,123,1,1,5,0,11,29,3,50,14,1,23,64,6,0,1,1,0,4,0,2,0,1,0,1,12,0,549,195,10,6,0,6,0.0126666666666666
com.liferay.portal.tools.WSDDBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1075,145,242,79,54,15,27,27,7,42,80,3,5,0,3,4,0,81,56,1,0,6,6,6,12,2,59,17,0,15,36,7,0,0,0,0,1,0,6,4,1,0,1,12,0,549,19,1,10,0,7,0.1714731182795699
com.liferay.portal.tools.WSDDMerger,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,724,99,183,57,35,14,14,13,3,25,69,2,4,0,3,4,0,45,37,2,0,1,0,5,8,1,0,18,0,9,20,6,0,0,0,0,0,0,3,0,1,0,1,12,0,549,12,2,9,1,3,0.1516666666666666
com.liferay.portal.tools.WebXML23Converter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,664,110,150,55,33,16,12,11,5,21,66,4,4,0,3,4,0,53,31,1,0,1,0,3,7,3,0,16,0,7,21,3,0,0,0,0,0,0,2,0,1,0,1,12,0,549,7,5,9,0,2,0.02816
com.liferay.portal.tools.WebXMLBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,1273,129,298,72,64,19,38,18,4,49,109,6,4,0,5,6,0,89,61,2,0,4,0,8,11,2,0,20,0,18,41,4,0,0,0,0,0,3,3,3,1,0,1,12,0,549,11,4,13,2,6,0.2371875
com.liferay.portal.tools.XMLFormatter,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,305,62,78,30,18,12,5,0,0,9,41,1,2,0,3,1,0,21,14,1,0,0,0,1,4,2,0,11,0,1,10,0,0,0,0,0,0,0,1,0,1,0,1,12,0,549,6,1,6,0,1,0.0435344
com.liferay.portal.tools.XSLTBuilder,9790,6630,117,69,197,41,39,33,1542,8,0,199,20,95,18,0,0,294,65,64,30,23,12,2,1,1,6,24,0,1,0,3,6,0,23,11,1,0,1,0,4,4,1,0,9,0,7,10,2,0,0,0,0,0,0,2,0,1,0,1,12,0,549,4,2,0,0,2,0.9723333333333334
com.liferay.portal.tools.comparator.ColumnsComparator,58,46,0,0,5,1,2,2,14,2,0,0,0,5,0,0,0,570,69,90,29,39,14,11,29,6,23,14,5,9,2,0,2,0,46,37,0,0,4,1,5,13,2,50,2,0,9,10,1,0,1,0,0,0,0,4,0,1,0,2,12,1,549,57,10,0,1,4,0.1326666666666666
com.liferay.portal.tools.deploy.DeploymentHandler,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,804,122,177,73,62,24,11,7,5,27,67,2,6,2,5,3,0,71,43,0,1,7,3,9,14,2,64,9,1,27,26,6,0,2,1,0,0,1,6,3,1,0,1,12,0,549,22,3,4,3,7,0.4986666666666667
com.liferay.portal.tools.deploy.DeploymentProgressListener,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,749,105,172,59,51,19,9,7,5,28,79,0,8,4,2,4,0,64,42,0,1,2,3,3,11,5,12,7,1,12,22,4,0,3,1,0,0,0,2,0,1,0,2,12,0,549,19,5,4,1,2,0.076
com.liferay.portal.tools.deploy.ExtDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,314,63,69,26,23,13,2,13,3,8,22,1,3,0,0,3,1,24,17,1,0,3,0,3,7,2,0,6,0,5,9,1,0,0,0,0,0,0,4,1,2,1,1,84,2,549,7,1,3,1,4,0.2159999999999999
com.liferay.portal.tools.deploy.HookDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,402,75,93,37,29,14,2,13,3,10,30,1,3,0,1,3,2,31,20,1,0,4,0,6,8,2,0,9,0,8,11,1,0,0,0,0,0,0,5,1,2,1,1,84,3,549,8,1,4,1,5,0.369
com.liferay.portal.tools.deploy.LayoutTemplateDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,314,63,69,26,23,13,2,13,3,8,22,1,3,0,0,3,1,24,17,1,0,3,0,3,7,2,0,6,0,5,9,1,0,0,0,0,0,0,4,1,2,1,1,84,2,549,7,1,3,1,4,0.2159999999999999
com.liferay.portal.tools.deploy.PortletDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,2633,246,588,132,143,25,49,40,7,122,213,9,19,2,10,14,5,224,158,1,5,11,2,17,32,2,87,32,0,39,71,8,0,0,0,0,0,0,12,5,2,2,1,84,7,549,76,10,23,6,12,0.125391156462585
com.liferay.portal.tools.deploy.StartProgressListener,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,265,57,68,32,20,11,3,0,0,7,38,0,2,0,0,0,0,17,12,0,1,2,1,2,4,1,25,4,1,5,9,1,0,2,1,0,0,0,2,0,1,0,2,12,0,549,5,0,3,1,2,0.2333333333333333
com.liferay.portal.tools.deploy.ThemeDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,870,127,194,65,54,19,10,19,5,29,64,4,6,0,4,6,4,70,44,1,0,6,0,8,13,2,0,14,0,13,27,3,0,0,0,0,0,0,7,2,2,2,1,84,5,549,14,2,7,2,7,0.132983606557377
com.liferay.portal.tools.deploy.WebDeployer,2323,1518,7,11,113,25,10,10,384,5,0,0,1,119,48,0,0,402,75,93,37,29,14,2,13,3,10,30,1,3,0,1,3,2,31,20,1,0,4,0,6,8,2,0,9,0,8,11,1,0,0,0,0,0,0,5,1,2,1,1,84,3,549,8,1,4,1,5,0.369
com.liferay.portal.tools.jspc.common.TimestampUpdater,28,21,1,0,1,0,1,1,4,1,0,0,0,2,0,0,0,324,72,68,35,19,11,6,3,3,12,21,0,2,0,1,6,0,24,18,1,0,1,0,2,4,1,0,3,0,4,13,3,0,0,0,0,0,0,2,0,1,0,1,12,0,549,4,1,0,0,2,0.2397024793388429
com.liferay.portal.tools.jspc.resin.BatchJspCompiler,60,43,1,1,2,2,1,1,7,1,0,1,0,2,0,0,0,637,102,144,55,41,16,8,7,4,26,55,2,2,0,6,8,0,50,34,1,1,2,2,4,7,1,44,11,1,14,22,5,0,1,1,0,1,0,2,0,1,0,1,12,0,549,7,4,4,0,3,0.3103006535947712
com.liferay.portal.tools.samplesqlbuilder.DataFactory,1521,1199,5,9,108,99,7,5,157,3,0,2,16,95,33,0,0,9059,565,2339,484,517,23,107,68,10,497,889,71,22,0,4,55,0,749,597,0,0,75,39,152,98,2,96,135,1,273,457,40,0,34,2,0,0,2,73,30,1,0,1,12,0,549,100,16,123,1,75,0.0056666666666666
com.liferay.portal.tools.samplesqlbuilder.SampleMySQLDB,1521,1199,5,9,108,99,7,5,157,3,0,2,16,95,33,0,0,179,55,33,19,14,9,2,0,0,3,15,1,0,0,0,0,0,12,5,0,2,1,0,1,1,0,0,3,0,3,2,0,0,2,0,0,0,0,1,0,3,0,1,69,1,549,1,0,2,1,1,0.3599999999999999
com.liferay.portal.tools.samplesqlbuilder.SampleSQLBuilder,1521,1199,5,9,108,99,7,5,157,3,0,2,16,95,33,0,0,6618,501,1538,305,350,26,146,130,13,332,348,12,17,1,28,34,0,529,386,1,3,26,58,73,45,3,94,57,0,204,178,16,0,23,2,0,0,12,15,2,1,0,1,12,0,549,89,6,38,2,27,0.3181463414634146
com.liferay.portal.tools.samplesqlbuilder.SequentialUUID,1521,1199,5,9,108,99,7,5,157,3,0,2,16,95,33,0,0,529,98,86,35,44,15,13,9,7,23,25,3,2,0,0,5,0,35,28,3,4,0,0,2,5,1,66,4,0,9,9,2,0,3,1,0,1,0,2,1,1,0,1,12,0,549,4,0,2,1,3,0.9836666666666668
com.liferay.portal.tools.samplesqlbuilder.TestSampleSQLBuilder,1521,1199,5,9,108,99,7,5,157,3,0,2,16,95,33,0,0,411,76,98,37,21,9,7,5,3,19,33,0,0,0,3,1,0,30,23,1,0,2,2,3,3,0,33,10,0,7,15,3,0,0,0,0,1,0,2,0,1,0,1,12,0,549,3,0,3,0,3,0.6436666666666666
com.liferay.portal.tools.servicebuilder.Entity,4651,3062,9,11,278,156,7,6,817,6,0,83,1,203,110,0,0,5107,299,802,218,486,22,59,169,10,209,130,109,57,2,2,9,0,567,358,2,4,77,32,41,136,3,96,19,0,221,213,6,0,13,0,0,1,0,78,42,1,0,1,12,2,549,175,57,10,4,79,0.2810000000000001
com.liferay.portal.tools.servicebuilder.EntityColumn,4651,3062,9,11,278,156,7,6,817,6,0,83,1,203,110,0,0,3137,213,497,143,330,18,41,9,6,140,66,65,22,0,0,2,0,353,225,0,0,62,25,59,84,2,94,7,0,183,146,2,0,0,0,0,0,1,61,33,1,0,3,12,4,549,84,21,4,4,62,0.8314597933164259
com.liferay.portal.tools.servicebuilder.ServiceBuilder,4651,3062,9,11,278,156,7,6,817,6,0,83,1,203,110,0,0,40287,1580,8050,830,1660,28,919,1404,15,1690,1862,225,433,14,91,173,0,3504,2293,7,7,118,89,208,565,6,97,74,5,840,1317,52,5,9,3,0,82,0,43,25,1,0,1,12,0,549,1000272437,211,36,7,125,0.151
com.liferay.portal.trash.TrashHandlerRegistryImpl,23,17,0,0,4,1,1,1,4,0,0,0,0,4,2,0,0,259,52,68,27,20,9,1,6,2,5,30,2,0,0,0,1,0,15,10,0,0,4,1,3,4,0,0,6,0,7,8,0,0,1,1,0,0,0,4,2,1,0,2,12,4,549,4,0,3,0,4,0.6153846153846154
com.liferay.portal.upgrade.DropIndexes,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,93,35,22,13,10,9,0,0,0,1,13,0,0,0,1,0,0,5,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,33,1,549,1,0,2,0,1,0.4
com.liferay.portal.upgrade.UpgradePause,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,80,34,17,12,8,8,0,0,0,1,9,0,0,0,1,0,0,5,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,33,1,549,1,0,1,0,1,0.8889999999999999
com.liferay.portal.upgrade.UpgradeProcessUtil,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,814,97,150,44,70,20,9,12,5,25,55,6,9,0,7,0,0,81,43,5,2,0,0,11,15,3,70,10,1,23,17,1,0,1,1,0,1,0,4,1,1,0,1,12,0,549,37,3,6,6,5,0.151
com.liferay.portal.upgrade.UpgradeProcess_5_2_5_to_6_0_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,425,52,129,29,38,10,0,0,0,14,92,1,0,0,1,0,0,21,17,0,0,2,0,0,2,0,0,17,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7293333333333334
com.liferay.portal.upgrade.UpgradeProcess_5_2_7_to_6_0_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,377,50,113,27,34,10,0,0,0,12,80,1,0,0,1,0,0,19,15,0,0,2,0,0,2,0,0,15,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.738
com.liferay.portal.upgrade.UpgradeProcess_5_2_8_to_6_0_5,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,576,58,181,35,48,10,0,0,0,21,134,1,0,0,1,0,0,28,24,0,0,2,0,0,2,0,0,24,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,6,0,2,0.71
com.liferay.portal.upgrade.UpgradeProcess_6_0_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,449,52,137,29,40,10,0,0,0,15,98,1,0,0,1,0,0,22,18,0,0,2,0,0,2,0,0,18,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7253333333333333
com.liferay.portal.upgrade.UpgradeProcess_6_0_1,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,161,40,41,17,16,10,0,0,0,3,26,1,0,0,1,0,0,10,6,0,0,2,0,0,2,0,0,6,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.8666666666666667
com.liferay.portal.upgrade.UpgradeProcess_6_0_12_to_6_1_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,545,57,169,34,48,10,0,0,0,19,122,1,0,0,1,0,0,26,22,0,0,2,0,0,2,0,0,22,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7143333333333334
com.liferay.portal.upgrade.UpgradeProcess_6_0_2,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,185,41,49,18,18,10,0,0,0,4,32,1,0,0,1,0,0,11,7,0,0,2,0,0,2,0,0,7,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.8333333333333333
com.liferay.portal.upgrade.UpgradeProcess_6_0_3,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,329,47,97,24,30,10,0,0,0,10,68,1,0,0,1,0,0,17,13,0,0,2,0,0,2,0,0,13,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.75
com.liferay.portal.upgrade.UpgradeProcess_6_0_5,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,185,41,49,18,18,10,0,0,0,4,32,1,0,0,1,0,0,11,7,0,0,2,0,0,2,0,0,7,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.8333333333333333
com.liferay.portal.upgrade.UpgradeProcess_6_0_6,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,161,40,41,17,16,10,0,0,0,3,26,1,0,0,1,0,0,10,6,0,0,2,0,0,2,0,0,6,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.8666666666666667
com.liferay.portal.upgrade.UpgradeProcess_6_1_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,713,63,225,40,62,10,0,0,0,26,164,1,0,0,1,0,0,33,29,0,0,2,0,0,2,0,0,29,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7023333333333334
com.liferay.portal.upgrade.UpgradeProcess_6_1_1,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,233,43,65,20,22,10,0,0,0,6,44,1,0,0,1,0,0,13,9,0,0,2,0,0,2,0,0,9,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7916666666666667
com.liferay.portal.upgrade.UpgradeProcess_6_2_0,518,408,5,2,28,0,16,16,43,3,0,1,15,17,14,0,0,233,43,65,20,22,10,0,0,0,6,44,1,0,0,1,0,0,13,9,0,0,2,0,0,2,0,0,9,0,1,2,0,0,0,0,0,0,1,1,1,2,0,1,33,2,549,2,0,2,0,2,0.7916666666666667
com.liferay.portal.upgrade.util.BaseUpgradeTableImpl,1070,710,3,7,78,20,13,13,187,5,0,0,12,69,40,0,1,953,120,192,65,79,22,14,6,4,34,68,4,9,0,11,2,3,87,58,0,1,11,5,7,21,4,81,14,1,19,31,2,0,2,1,0,0,0,11,6,2,1,1,37,1,549,235,1,10,1,11,0.3206666666666667
com.liferay.portal.upgrade.util.BlogsEntryUrlTitleUpgradeColumnImpl,1070,710,3,7,78,20,13,13,187,5,0,0,12,69,40,0,1,485,82,120,41,29,16,12,8,5,21,43,2,3,1,1,1,1,33,28,0,0,3,3,5,6,2,22,8,0,11,14,0,0,3,0,0,0,1,2,2,2,0,1,23,1,549,6,2,5,1,3,0.5069333333333333
com.liferay.portal.upgrade.util.DatabaseValueMapper,1070,710,3,7,78,20,13,13,187,5,0,0,12,69,40,0,1,238,52,44,22,24,10,0,2,2,3,16,3,0,0,4,0,0,16,10,0,0,6,0,4,6,0,0,4,0,1,6,0,0,0,0,0,0,0,6,1,1,0,2,12,5,549,6,0,1,1,6,1.0
com.liferay.portal.upgrade.util.DefaultUpgradeTableFactoryImpl,1070,710,3,7,78,20,13,13,187,5,0,0,12,69,40,0,1,141,39,40,17,10,7,0,0,0,1,25,1,0,0,0,1,0,5,3,0,0,1,0,3,1,0,0,4,0,3,2,0,0,0,0,0,0,0,1,1,1,0,2,12,1,549,1,0,4,0,1,0.512
