Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
com.liferay.portal.upgrade.v6_1_1.UpgradeDocumentLibrary,20.33333333333333,6,26,4,52,55,3,0,33,6.333333333333332,0,0,2,0,0,0.0296431906256024
com.liferay.portal.upgrade.v6_1_1.UpgradeLayout,16.75,6,22,3,48,57,4,0,33,5.0,0,1,5,0,0,0.0527144460814237
com.liferay.portal.upgrade.v6_1_1.UpgradeLayoutSet,21.0,1,26,3,37,39,1,0,33,7.0,0,1,0,0,0,0.077013504
com.liferay.portal.upgrade.v6_1_1.UpgradeLayoutSetBranch,23.66666666666667,2,30,3,53,73,3,0,33,8.0,0,2,0,0,0,0.0530666783199705
com.liferay.portal.upgrade.v6_1_1.UpgradeSchema,1.0,0,3,1,12,9,1,0,33,1.0,0,0,0,0,0,0.8889999999999999
com.liferay.portal.upgrade.v6_2_0.UpgradeBlogs,8.0,0,12,4,26,35,1,0,33,2.0,0,0,0,0,0,0.9260000000000002
com.liferay.portal.upgrade.v6_2_0.UpgradeCustomizablePortlets,17.666666666666668,8,24,16,107,147,6,0,33,5.5,0,3,6,0,0,0.1445218515117505
com.liferay.portal.upgrade.v6_2_0.UpgradeDynamicDataMapping,11.0,0,15,3,30,32,1,0,33,2.0,0,0,0,0,0,0.4476666666666667
com.liferay.portal.upgrade.v6_2_0.UpgradeSchema,1.0,0,3,1,12,9,1,0,33,1.0,0,0,0,0,0,0.8889999999999999
com.liferay.portal.upgrade.v6_2_0.UpgradeUser,8.0,0,10,3,22,29,1,0,33,3.0,0,1,0,0,0,0.4
com.liferay.portal.upload.LiferayFileItem,4.2,7,7,7,68,60,9,8,12,1.6,1,2,12,1,3,0.6097767857142857
com.liferay.portal.upload.LiferayFileItemFactory,2.0,0,5,1,26,14,2,2,12,1.0,0,1,1,1,3,0.52
com.liferay.portal.upload.LiferayFileUpload,3.6666666666666665,1,7,3,46,54,3,2,12,1.6666666666666667,0,0,2,1,3,0.1837679500520291
com.liferay.portal.upload.LiferayInputStream,10.0,7,15,10,65,81,3,3,22,2.333333333333333,0,4,5,1,3,0.0176666666666666
com.liferay.portal.upload.LiferayServletRequest,3.5,1,6,1,21,14,2,2,12,1.0,0,1,2,1,3,0.52
com.liferay.portal.upload.ProgressInputStream,3.0625,8,5,4,74,53,16,14,21,1.5,0,3,9,1,3,0.0673333333333333
com.liferay.portal.upload.UploadPortletRequestImpl,5.523809523809524,24,9,8,92,131,21,21,12,2.238095238095238,0,4,23,1,3,0.5625646701388889
com.liferay.portal.upload.UploadServletRequestImpl,7.1923076923076925,42,11,18,155,225,24,25,12,2.9615384615384617,2,21,38,2,3,0.3088467432950191
com.liferay.portal.util.BrowserLauncher,7.2,8,12,5,50,54,5,1,12,2.4,0,4,1,0,452,0.3633333333333333
com.liferay.portal.util.CalendarFactoryImpl,1.0,0,3,1,21,16,7,7,12,1.0,0,7,7,0,452,0.7093023255813954
com.liferay.portal.util.CustomJspRegistryImpl,2.5,1,5,4,37,42,6,6,12,1.3333333333333333,0,2,4,1,452,0.6853662551440329
com.liferay.portal.util.CustomJspRegistryUtil,1.7142857142857142,0,4,2,29,20,1,7,12,1.0,6,0,4,0,452,0.7311827956989247
com.liferay.portal.util.DateFormatFactoryImpl,2.1538461538461537,4,4,3,29,35,13,13,12,1.3076923076923077,0,1,13,0,452,0.7415123456790123
com.liferay.portal.util.DiffHtmlImpl,34.0,0,38,4,74,102,1,1,12,16.0,0,14,1,0,452,0.49787136
com.liferay.portal.util.FriendlyURLNormalizerImpl,13.5,8,19,8,41,65,2,2,12,3.0,0,2,3,0,452,0.16424024179805
com.liferay.portal.util.HashCodeFactoryImpl,1.5,0,4,3,12,13,2,2,12,1.0,0,2,2,0,452,0.8
com.liferay.portal.util.HashCodeImpl,1.9090909090909087,0,3,1,22,33,22,22,12,1.0,0,2,20,2,452,1.0
com.liferay.portal.util.HttpImpl,7.788732394366198,115,12,26,442,864,71,63,12,2.647887323943662,0,54,103,1,452,0.4694417344173442
com.liferay.portal.util.InitUtil,10.2,7,15,23,91,147,0,5,12,2.2,5,7,3,0,452,0.4320555555555556
com.liferay.portal.util.InstancePool,1.0,0,3,1,12,15,0,2,12,1.0,2,0,1,0,452,1.0
com.liferay.portal.util.LayoutCloneFactory,14.0,4,24,6,33,39,0,1,12,2.0,1,0,1,0,452,0.0785333333333333
com.liferay.portal.util.LayoutLister,18.5,4,25,8,51,62,2,1,12,3.0,0,3,1,0,452,0.2083333333333333
com.liferay.portal.util.LayoutTypePortletFactoryUtil,2.0,0,4,4,23,22,1,3,12,1.0,2,0,2,0,452,0.8
com.liferay.portal.util.LimitedFilesCache,1.0,1,3,3,25,16,4,4,12,1.0,0,2,1,1,452,0.3146978806228373
com.liferay.portal.util.LockListenerRegistryImpl,3.0,1,6,7,40,49,4,4,12,1.75,0,1,1,1,452,0.6183333333333334
com.liferay.portal.util.MaintenanceUtil,2.1333333333333333,5,4,4,59,50,8,7,12,1.2,7,3,8,1,452,0.6373333333333333
com.liferay.portal.util.MemoryMultiValueMap,3.0,6,5,3,43,39,9,9,20,1.6666666666666667,0,3,9,0,452,0.610968085106383
com.liferay.portal.util.MethodParametersResolverImpl,17.0,3,24,4,41,48,1,1,12,5.0,0,3,3,0,452,0.2903333333333333
com.liferay.portal.util.MinifierUtil,6.2,5,9,6,59,72,3,2,12,1.8,2,9,8,1,452,0.027
com.liferay.portal.util.MultiValueMapFactoryImpl,4.0,6,7,8,29,37,2,2,12,1.5,0,2,3,0,452,0.3306666666666666
com.liferay.portal.util.OpenIdUtil,5.2,4,8,9,55,80,1,4,12,1.4,4,6,4,0,452,0.3937226562499999
com.liferay.portal.util.PortalInstances,7.75,37,12,35,202,312,15,13,12,2.0357142857142856,13,13,30,1,452,0.238
com.liferay.portal.util.PortalSimpleDateFormat,6.0,2,9,2,31,30,2,2,95,2.0,0,1,2,1,452,0.2046710373938438
com.liferay.portal.util.PortalUtil,1.1213235294117647,10,3,22,358,435,2,272,12,1.0,270,0,244,0,452,0.5179999999999999
com.liferay.portal.util.PropsImpl,1.0,0,3,3,21,22,7,7,12,1.0,0,0,7,0,452,0.64
com.liferay.portal.util.PropsUtilTask,3.333333333333333,1,6,2,37,26,3,3,12,2.0,0,0,0,0,452,0.9486666666666668
com.liferay.portal.util.ResourcePermissionUtil,43.0,2,54,10,50,91,0,1,12,2.0,1,0,0,0,452,0.0334666666666666
com.liferay.portal.util.ResourcePermissionsThreadLocal,4.0,2,8,3,25,23,0,2,12,2.0,2,2,1,0,452,0.2599000384467512
com.liferay.portal.util.RobotsUtil,9.0,4,13,15,48,79,0,3,12,2.6666666666666665,3,0,5,0,452,0.1986455026455026
com.liferay.portal.util.SessionClicks_IW,0.9,0,3,1,24,83,9,9,12,1.0,1,1,5,1,452,0.8666666666666667
com.liferay.portal.util.SessionLayoutClone,3.5,2,6,4,36,37,4,2,12,2.0,0,0,4,0,452,0.3724278549382717
com.liferay.portal.util.ShutdownUtil,2.142857142857143,5,4,1,33,22,7,7,12,1.0714285714285714,7,4,12,1,452,0.8936666666666667
com.liferay.portal.util.WebAppPool,2.875,4,5,0,28,23,4,4,12,1.5,4,3,6,1,452,0.8413333333333334
com.liferay.portal.util.comparator.GroupFriendlyURLComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.3923888888888888
com.liferay.portal.util.comparator.GroupNameComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.3940327868852459
com.liferay.portal.util.comparator.GroupTypeComparator,3.5,5,6,3,30,20,6,6,20,1.5,0,0,6,2,0,0.2561311475409836
com.liferay.portal.util.comparator.LayoutRevisionCreateDateComparator,2.6666666666666665,2,5,4,30,21,6,6,20,1.5,0,0,6,2,0,0.6710526315789473
com.liferay.portal.util.comparator.LayoutRevisionIdComparator,3.5,4,6,3,28,17,6,6,20,1.5,0,0,6,2,0,0.6987951807228915
com.liferay.portal.util.comparator.OrganizationNameComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.6549473684210527
com.liferay.portal.util.comparator.OrganizationTypeComparator,3.5,3,6,3,34,18,6,6,20,2.1666666666666665,0,0,6,2,0,0.691358024691358
com.liferay.portal.util.comparator.PasswordPolicyDescriptionComparator,2.6666666666666665,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.6666666666666666
com.liferay.portal.util.comparator.PasswordPolicyNameComparator,2.6666666666666665,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.6710526315789473
com.liferay.portal.util.comparator.PortletTitleComparator,4.666666666666667,1,7,3,32,32,3,3,12,1.6666666666666667,0,0,1,2,0,0.6953333333333334
com.liferay.portal.util.comparator.RoleDescriptionComparator,2.833333333333333,3,5,3,30,19,6,6,20,1.5,0,0,6,2,0,0.63
com.liferay.portal.util.comparator.RoleNameComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.5834520547945207
com.liferay.portal.util.comparator.RoleRoleIdComparator,3.1666666666666665,4,6,3,28,17,6,6,20,1.5,0,0,6,2,0,0.6008931623931624
com.liferay.portal.util.comparator.RoleTypeComparator,3.5,5,6,3,30,20,6,6,20,1.5,0,0,6,2,0,0.6655443037974685
com.liferay.portal.util.comparator.SubscriptionClassNameIdComparator,3.1666666666666665,4,6,3,28,17,6,6,20,1.5,0,0,6,2,0,0.691358024691358
com.liferay.portal.util.comparator.UserEmailAddressComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.3787413793103448
com.liferay.portal.util.comparator.UserFirstNameComparator,3.1666666666666665,4,6,3,31,22,6,6,20,1.5,0,0,6,2,0,0.2627796610169491
com.liferay.portal.util.comparator.UserGroupDescriptionComparator,3.0,3,5,3,30,19,6,6,20,1.5,0,0,6,2,0,0.6753246753246753
com.liferay.portal.util.comparator.UserGroupNameComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.6710526315789473
com.liferay.portal.util.comparator.UserJobTitleComparator,3.5,5,6,3,32,25,6,6,20,1.5,0,0,6,2,0,0.2505555555555556
com.liferay.portal.util.comparator.UserLastNameComparator,3.1666666666666665,4,6,3,31,22,6,6,20,1.5,0,0,6,2,0,0.2628620689655172
com.liferay.portal.util.comparator.UserLoginDateComparator,2.6666666666666665,2,5,4,30,21,6,6,20,1.5,0,0,6,2,0,0.3810172413793103
com.liferay.portal.util.comparator.UserScreenNameComparator,2.5,2,5,3,29,16,6,6,20,1.5,0,0,6,2,0,0.3810172413793102
com.liferay.portal.uuid.PortalUUIDImpl,1.5,0,3,3,24,30,4,4,12,1.0,0,0,4,0,0,0.6153846153846154
com.liferay.portal.velocity.FastExtendedProperties,1.3333333333333333,0,3,3,64,67,21,21,12,1.1428571428571428,0,4,17,2,6,0.7360226337448561
com.liferay.portal.velocity.LiferayMethodExceptionEventHandler,2.0,0,7,2,26,21,1,1,12,1.0,0,0,1,0,6,1.0
com.liferay.portal.velocity.LiferayResourceLoader,5.833333333333332,8,10,7,60,79,6,5,12,1.5,0,2,7,0,6,0.1606666666666666
com.liferay.portal.velocity.LiferayResourceManager,9.0,7,13,12,97,131,5,4,12,2.4,0,5,7,1,6,0.0416666666666666
com.liferay.portal.velocity.PACLVelocityTemplate,5.0,0,10,7,37,40,2,2,24,1.5,0,0,1,1,6,0.5
com.liferay.portal.velocity.VelocityContextPool,1.0,0,3,1,17,14,0,4,12,1.0,4,0,3,0,6,0.69076
com.liferay.portal.velocity.VelocityManager,15.571428571428571,11,21,18,117,185,7,7,12,2.571428571428572,0,12,9,0,6,0.2492184079073228
com.liferay.portal.velocity.VelocityServletResourceParser,29.0,6,37,7,51,63,1,1,14,8.0,0,0,3,0,6,0.0655871999999999
com.liferay.portal.velocity.VelocityTemplateContextHelper,16.0,6,21,14,87,150,3,3,17,3.6666666666666665,0,8,2,0,6,0.33
com.liferay.portal.velocity.VelocityUtil,10.5,3,14,4,49,55,0,2,12,4.0,2,3,2,0,6,0.1444
com.liferay.portal.verify.VerifyAsset,6.0,1,9,5,37,33,3,0,22,2.6666666666666665,0,1,0,0,5,0.127336860670194
com.liferay.portal.verify.VerifyBlogs,15.0,4,24,6,37,39,1,0,22,3.0,0,0,0,0,5,0.0723333333333333
com.liferay.portal.verify.VerifyBlogsTrackbacks,14.0,2,22,11,48,62,1,0,22,8.0,0,0,0,0,5,0.1296666666666666
com.liferay.portal.verify.VerifyBookmarks,15.0,4,24,6,37,39,1,0,22,3.0,0,0,0,0,5,0.0723333333333333
com.liferay.portal.verify.VerifyCalendar,11.2,6,16,11,84,92,5,0,22,3.6,0,1,0,0,5,0.1200966183574879
com.liferay.portal.verify.VerifyDB2,26.0,3,33,5,45,48,1,0,22,9.0,0,1,1,0,5,0.0808277333333333
com.liferay.portal.verify.VerifyDocumentLibrary,17.0,20,23,29,163,267,8,0,22,4.375,0,6,3,0,5,0.082
com.liferay.portal.verify.VerifyException,1.0,0,3,1,12,8,4,4,52,1.0,0,0,0,4,5,1.0
com.liferay.portal.verify.VerifyGroup,14.555555555555555,16,19,33,159,247,9,0,22,5.0,0,1,2,0,5,0.0720263157894736
com.liferay.portal.verify.VerifyJournal,35.25,28,48,29,152,248,4,0,22,11.0,0,1,3,0,5,0.0636666666666666
com.liferay.portal.verify.VerifyLayout,6.5,1,9,6,35,43,4,0,22,2.25,0,2,0,0,5,0.5519999999999999
com.liferay.portal.verify.VerifyMessageBoards,16.4,18,23,15,90,138,5,0,22,3.4,0,2,0,0,5,0.0726666666666666
com.liferay.portal.verify.VerifyMySQL,19.5,6,26,8,54,73,2,0,22,6.0,0,0,1,0,5,0.1484112
com.liferay.portal.verify.VerifyOracle,22.5,7,30,8,63,75,2,0,22,6.0,0,1,1,0,5,0.0255567470405011
com.liferay.portal.verify.VerifyOrganization,3.0,1,6,3,17,13,1,0,22,3.0,0,0,0,0,5,0.2443333333333333
com.liferay.portal.verify.VerifyPermission,13.5,10,19,23,112,170,6,0,22,4.166666666666667,0,9,3,0,5,0.1000151515151515
com.liferay.portal.verify.VerifyProcess,4.5,3,7,9,91,99,10,6,12,2.4,0,2,4,0,5,0.3294931972789115
com.liferay.portal.verify.VerifyProcessSuite,23.0,0,25,24,32,3,1,0,22,1.0,0,23,0,0,5,0.6933333333333332
com.liferay.portal.verify.VerifyProcessUtil,16.0,7,23,12,64,86,0,1,12,3.333333333333333,3,0,5,0,5,0.268
com.liferay.portal.verify.VerifyProperties,8.0,15,12,14,71,89,7,0,22,4.428571428571429,0,59,0,0,5,0.4091897988384816
com.liferay.portal.verify.VerifyResourcePermissions,19.0,8,27,21,126,305,3,0,22,5.0,0,29,1,0,5,0.0495244107744107
com.liferay.portal.verify.VerifyRole,8.5,1,13,7,31,30,2,0,22,3.0,0,0,0,0,5,0.241
com.liferay.portal.verify.VerifySQLServer,25.83333333333333,16,33,8,79,152,6,0,22,6.166666666666668,0,7,2,0,5,0.0760547945205479
com.liferay.portal.verify.VerifySocial,36.66666666666666,4,42,6,62,96,3,0,22,14.333333333333336,0,2,0,0,5,0.1705477022305832
com.liferay.portal.verify.VerifyUUID,7.0,2,11,5,42,41,1,2,22,3.333333333333333,2,10,0,0,5,0.1538296156947057
com.liferay.portal.verify.VerifyUser,43.0,8,53,17,77,119,1,0,22,8.0,0,1,0,0,5,0.0326666666666666
com.liferay.portal.verify.VerifyWiki,14.0,4,22,6,37,39,1,0,22,3.0,0,0,0,0,5,0.0723333333333333
com.liferay.portal.verify.VerifyWorkflow,8.75,4,12,7,55,50,4,0,22,3.75,0,3,1,0,5,0.1398260636669727
com.liferay.portal.webcache.WebCachePoolImpl,3.8,3,7,8,47,59,5,5,12,1.6,0,0,1,0,0,0.2426666666666666
com.liferay.portal.webdav.CompanyWebDAVStorageImpl,5.333333333333333,1,8,11,46,64,3,2,30,3.6666666666666665,0,4,3,0,0,0.328
com.liferay.portal.webdav.GroupWebDAVStorageImpl,6.666666666666668,3,11,9,41,58,3,2,30,3.6666666666666665,0,4,3,0,0,0.1326666666666666
com.liferay.portal.webdav.InvalidRequestException,1.0,0,3,1,12,8,4,4,52,1.0,0,0,0,4,0,1.0
com.liferay.portal.webdav.LockException,1.0,0,3,1,12,8,4,4,52,1.0,0,0,0,4,0,1.0
com.liferay.portal.webdav.WebDAVRequestImpl,2.235294117647059,2,4,8,71,71,17,17,12,1.2352941176470589,0,0,17,1,0,0.0613333333333333
com.liferay.portal.webdav.methods.CopyMethodImpl,34.0,6,42,9,56,85,1,1,12,10.0,0,1,4,0,2,0.0426666666666666
com.liferay.portal.webdav.methods.DeleteMethodImpl,2.0,0,4,4,16,21,1,1,12,2.0,0,0,1,0,2,0.8889999999999999
com.liferay.portal.webdav.methods.GetMethodImpl,25.0,4,38,8,51,66,1,1,12,6.0,0,1,3,0,2,0.1009999999999999
com.liferay.portal.webdav.methods.HeadMethodImpl,11.0,2,18,5,31,35,1,1,12,4.0,0,1,2,0,2,0.1776666666666666
com.liferay.portal.webdav.methods.LockMethodImpl,32.666666666666664,16,43,22,114,190,3,1,12,8.666666666666666,0,4,9,0,2,0.0798
com.liferay.portal.webdav.methods.MkcolMethodImpl,14.0,2,18,9,43,64,1,1,12,6.0,0,0,2,0,2,0.1143333333333333
com.liferay.portal.webdav.methods.MoveMethodImpl,27.0,5,35,9,54,76,1,1,12,8.0,0,1,4,0,2,0.0523333333333333
com.liferay.portal.webdav.methods.OptionsMethodImpl,8.0,1,12,3,22,21,1,1,12,2.0,0,0,1,0,2,0.1943333333333333
com.liferay.portal.webdav.methods.PutMethodImpl,2.0,0,4,4,16,21,1,1,12,2.0,0,0,1,0,2,0.8889999999999999
com.liferay.portal.webdav.methods.UnlockMethodImpl,10.0,6,15,9,52,75,2,1,12,3.5,0,0,4,0,2,0.0906666666666666
com.liferay.portal.webserver.WebServerEntry,1.8,2,4,3,42,30,15,14,12,1.0,0,0,8,2,8,0.6896666666666667
com.liferay.portal.webserver.WebServerServletTokenImpl,2.6,1,4,5,40,34,5,4,12,1.4,0,0,2,0,8,0.4192499999999999
com.liferay.portal.webserver.WebServerServletTokenUtil,1.75,0,4,2,22,15,1,4,12,1.0,3,0,2,0,8,0.963
com.liferay.portal.words.WordsUtil,3.4545454545454546,1,5,10,74,101,6,5,12,1.4545454545454546,5,10,10,1,5,0.73
com.liferay.portal.workflow.LayoutRevisionWorkflowHandler,3.0,0,5,9,50,67,4,3,26,1.75,0,0,4,0,0,0.8534399999999999
com.liferay.portal.workflow.MyWorkflowInstancesControlPanelEntry,5.0,1,10,4,21,20,1,1,15,1.0,0,0,2,0,0,0.311
com.liferay.portal.workflow.MyWorkflowTasksControlPanelEntry,9.0,2,15,4,22,23,1,1,15,1.0,0,0,3,0,0,0.1916666666666666
com.liferay.portal.workflow.WorkflowControlPanelEntry,2.5,1,7,5,24,26,2,2,13,1.0,0,0,3,0,0,0.4776666666666667
com.liferay.portal.workflow.WorkflowDefinitionManagerProxyBean,1.0,0,3,4,40,28,15,15,16,1.0,0,15,0,0,0,1.0
com.liferay.portal.workflow.WorkflowEngineManagerProxyBean,1.0,0,3,2,20,16,4,4,16,1.0,0,4,0,0,0,1.0
com.liferay.portal.workflow.WorkflowHandlerRegistryImpl,2.2,2,4,3,30,37,5,5,12,1.0,0,2,3,0,0,0.6111111111111112
com.liferay.portal.workflow.WorkflowInstanceManagerProxyBean,1.0,0,5,4,46,30,12,12,16,1.0,0,12,0,0,0,1.0
com.liferay.portal.workflow.WorkflowLinkAdvice,15.0,3,22,2,37,24,1,1,12,9.0,0,1,1,0,0,0.1143333333333333
com.liferay.portal.workflow.WorkflowLockingAdvice,18.0,4,23,5,52,60,2,1,12,7.0,0,2,4,0,0,0.0643333333333333
com.liferay.portal.workflow.WorkflowLogManagerProxyBean,1.0,0,4,4,28,26,4,4,16,1.0,0,4,0,0,0,1.0
com.liferay.portal.workflow.WorkflowPermissionAdvice,9.0,2,15,3,35,31,1,1,12,6.0,0,1,1,0,0,0.1666666666666666
com.liferay.portal.workflow.WorkflowStatusManagerImpl,4.0,0,10,3,20,23,1,1,12,1.0,0,1,0,0,0,0.8889999999999999
com.liferay.portal.workflow.WorkflowTaskManagerProxyBean,1.0,0,4,4,67,32,25,25,16,1.0,0,25,0,0,0,1.0
com.liferay.portal.workflow.permission.WorkflowPermissionImpl,11.666666666666664,6,20,13,57,82,3,1,12,2.6666666666666665,0,0,10,0,0,0.1476666666666666
com.liferay.portal.xml.AttributeImpl,1.6875,2,4,9,46,51,16,16,49,1.25,0,2,14,1,12,0.7710940338774673
com.liferay.portal.xml.BranchImpl,2.2580645161290325,8,4,16,84,119,31,31,49,1.4516129032258065,0,12,29,1,12,0.8697048487250627
com.liferay.portal.xml.CDATAImpl,1.3333333333333333,0,3,5,26,26,6,6,49,1.1666666666666667,0,0,5,1,12,0.5171064259563186
com.liferay.portal.xml.CommentImpl,1.3333333333333333,0,3,5,26,26,6,6,49,1.1666666666666667,0,0,5,1,12,0.7058823529411764
com.liferay.portal.xml.DocumentImpl,1.3846153846153846,0,3,9,47,44,13,13,80,1.1538461538461535,0,2,10,1,12,0.8366013071895425
com.liferay.portal.xml.DocumentTypeImpl,2.142857142857143,4,4,2,24,26,7,7,12,1.0,0,0,10,1,12,0.5734753511169761
com.liferay.portal.xml.ElementImpl,2.844155844155844,37,5,22,152,249,77,77,80,1.818181818181818,0,27,77,1,12,0.7601720217161624
com.liferay.portal.xml.EntityImpl,1.3333333333333333,0,3,5,26,26,6,6,49,1.1666666666666667,0,0,5,1,12,0.5171064259563186
com.liferay.portal.xml.NamespaceImpl,1.2,0,3,5,30,30,10,10,49,1.1,0,0,9,1,12,0.6747448979591836
com.liferay.portal.xml.NodeImpl,2.2432432432432434,11,4,12,89,128,37,37,12,1.3513513513513509,0,10,46,1,12,0.8197535039523464
com.liferay.portal.xml.NodeList,14.333333333333336,13,21,29,73,90,3,1,49,5.333333333333333,0,2,14,1,12,0.2706734012670903
com.liferay.portal.xml.ProcessingInstructionImpl,1.1428571428571428,0,3,5,41,36,14,14,49,1.0714285714285714,0,0,10,1,12,0.7828579923124298
com.liferay.portal.xml.QNameImpl,1.4545454545454546,1,3,3,28,32,11,11,12,1.181818181818182,0,1,11,1,12,0.6717912831470524
com.liferay.portal.xml.SAXReaderImpl,4.227272727272728,21,7,28,172,296,35,43,12,2.022727272727273,9,54,44,0,12,0.5091779935275081
com.liferay.portal.xml.StAXReaderUtil,3.6666666666666665,1,6,1,34,31,0,2,12,1.6666666666666667,3,0,4,0,12,0.1866666666666666
com.liferay.portal.xml.TextImpl,1.3333333333333333,0,3,5,26,26,6,6,49,1.1666666666666667,0,0,5,1,12,0.5125258264462811
com.liferay.portal.xml.XPathImpl,3.210526315789473,12,6,8,66,89,19,17,12,1.5263157894736843,0,6,26,1,12,0.8522663551401869
com.liferay.portal.xml.xpath.LiferayFunctionContext,2.0,0,4,1,11,6,1,1,12,1.0,0,1,0,1,3,1.0
com.liferay.portal.xml.xpath.LiferayNamespaceContext,2.0,1,4,0,18,9,2,2,12,1.0,0,0,2,1,3,0.6
com.liferay.portal.xml.xpath.MatchesFunction,10.25,9,16,3,64,79,1,4,12,4.0,3,2,6,0,3,0.3382683194982659
com.liferay.portal.xmlrpc.FaultImpl,4.8,0,6,4,24,38,5,5,12,1.2,0,1,4,1,6,0.6153846153846154
com.liferay.portal.xmlrpc.SuccessImpl,3.25,0,5,4,21,28,4,4,12,1.25,0,1,3,1,6,1.0
com.liferay.portal.xmlrpc.XmlRpcParser,38.5,24,51,10,80,193,0,4,12,6.25,4,10,7,0,6,0.2487519082360706
com.liferay.portal.xmlrpc.XmlRpcServlet,11.833333333333336,12,17,15,98,139,4,2,12,4.166666666666667,2,2,9,0,6,0.3227142857142858
com.liferay.portal.xuggler.XugglerImpl,9.4,5,14,10,58,84,5,4,12,1.8,0,1,7,0,0,0.2771111111111111
com.liferay.portal.zip.ZipReaderFactoryImpl,9.0,4,17,4,26,32,2,2,12,3.0,0,2,2,0,0,0.0923333333333333
com.liferay.portal.zip.ZipReaderImpl,7.666666666666668,17,12,6,81,118,9,8,12,2.555555555555556,0,11,12,2,0,0.5081884362723526
com.liferay.portal.zip.ZipWriterFactoryImpl,9.0,4,17,4,23,28,2,2,12,3.0,0,2,2,0,0,0.0923333333333333
com.liferay.portal.zip.ZipWriterImpl,4.666666666666667,3,8,11,81,128,9,9,12,1.4444444444444444,0,10,4,2,0,0.4832747252747251
com.liferay.portlet.ActionRequestFactory,5.0,0,12,4,28,18,0,1,12,2.0,1,1,1,0,121,0.3666666666666667
com.liferay.portlet.ActionRequestImpl,1.0,0,3,1,12,7,1,1,82,1.0,0,0,1,0,121,1.0
com.liferay.portlet.ActionResponseFactory,5.0,0,11,5,28,18,0,1,12,2.0,1,1,1,0,121,0.3666666666666667
com.liferay.portlet.ActionResponseImpl,4.0,3,7,1,21,11,3,3,71,1.0,0,2,1,0,121,0.3332007524858909
com.liferay.portlet.BaseControlPanelEntry,22.0,6,33,11,45,60,1,1,12,5.0,0,0,4,0,121,0.0756666666666666
com.liferay.portlet.CacheControlImpl,2.2222222222222223,0,4,2,32,17,9,9,12,1.0,0,0,4,1,121,0.7727272727272727
com.liferay.portlet.ClientDataRequestImpl,1.4285714285714286,1,3,1,27,19,7,7,75,1.0,0,1,6,0,121,0.9073333333333332
com.liferay.portlet.DefaultControlPanelEntry,1.0,0,5,3,14,11,1,1,13,1.0,0,0,1,0,121,1.0
com.liferay.portlet.DefaultControlPanelEntryFactory,9.0,4,14,5,34,39,0,2,12,1.5,2,0,1,0,121,0.12
com.liferay.portlet.DefaultCustomUserAttributes,6.5,3,10,5,35,31,2,2,12,2.5,0,2,4,0,121,0.12688
com.liferay.portlet.EventRequestFactory,5.0,0,12,4,28,18,0,1,12,2.0,1,1,1,0,121,0.3666666666666667
com.liferay.portlet.EventResponseFactory,4.0,0,9,4,24,14,0,1,12,2.0,1,1,1,0,121,0.3666666666666667
com.liferay.portlet.EventResponseImpl,1.3333333333333333,0,4,4,31,24,3,2,71,1.0,0,0,1,0,121,0.9333333333333332
com.liferay.portlet.FilterChainImpl,6.2,7,12,0,56,67,5,5,12,2.2,0,0,0,1,121,0.4005626462225102
com.liferay.portlet.FilterConfigFactory,3.8,2,7,3,37,48,3,2,12,1.8,2,4,2,1,121,0.901
com.liferay.portlet.FilterConfigImpl,1.8,1,4,0,29,16,5,5,12,1.0,0,1,4,1,121,0.4933390022675737
com.liferay.portlet.InvokerPortletFactoryImpl,8.0,0,17,4,25,18,2,2,12,1.0,0,4,2,0,121,0.5974933333333333
com.liferay.portlet.MimeResponseImpl,3.2352941176470584,11,6,5,75,53,17,16,51,1.1764705882352942,0,7,11,0,121,0.4088888888888888
com.liferay.portlet.MonitoringPortletFactoryImpl,3.333333333333333,0,8,5,31,26,3,3,14,1.6666666666666667,0,2,2,0,121,0.8322933333333331
com.liferay.portlet.MonitoringPortletManager,1.5,0,4,2,18,10,8,8,12,1.0,0,0,4,0,121,0.885
com.liferay.portlet.NullSafeResourceBundle,4.333333333333333,3,8,2,27,22,3,2,45,1.0,0,2,3,1,121,0.78304
com.liferay.portlet.OmniadminControlPanelEntry,1.5,0,6,4,22,17,2,2,13,1.5,0,0,2,0,121,1.0
